"ID";"DATA";"ANO";"NUM_CONSELHOS_POR_ANO";"TEMA";"TIPO_DE_DISPOSITIVO_LEGAL";"REFERENTE_OU_EMITIDA_PELO_CONSELHO";"AUTOR";"SIGLA_CONSELHO";"ANO_DE_CRIAÇÃO_DO_AUTOR";"TEMPO_DE_EXISTENCIA_AUTOR";"REFERENTE_A_AO";"ANO_CRIACAO_REFERENTE";"TEMPO_DE_EXISTENCIA_REFERENTE";"CONSELHO_OU_NAO_CONSELHO";"TEMA_RESUMIDO";"CONFERENCIA";"TERRITORIO_AO_QUAL_SE_REFERE";"CLASSIFICACAO";"OBSERVACOES";"SUBTIPOLOGIA";"X1"
"242";"2005-11-01";"2005";"19";"COMUNICADO Nº. 03/2005 - CMI
Processo Eleitoral para representantes da Sociedade Civil Biênio 2005 / 2007.
A Comissão Eleitoral, em atendimento as disposições da Resolução 10/2005 – CMI, torna público que retifica a relação da lista de Delegados e de Candidatos a Conselheiros inscritos no processo eleitoral de representantes da Sociedade Civil para o Conselho Municipal do Idoso – CMI, por conterem incorreções na Resolução 11/2005 – CMI, publicadas nos Boletins Oficiais nº. 084/05, de 21/10/2005, e nº. 085/05, de 25/10/2005. (...)";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DO IDOSO - CMI / CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA IDOSA";"CMI";"2001";"4";"CONSELHO MUNICIPAL DO IDOSO - CMI / CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA IDOSA";"2001";"4";"CONSELHO";"Publica relação da lista de delegados e candidatos a conselheiros inscritos no processo eleitoral de representantes da soc. Civil";"NÃO";"-";"5";;"5E";
"243";"2005-11-01";"2005";"19";"Lei nº 6.096 - Autoria: Vereadores José Carlos Dalan e Silvana Mesquita.
Cria no âmbito de Guarulhos o Programa da Agenda 21 Local e dá outras providências.
Art. 1º Fica criado no Município de Guarulhos o Programa da Agenda 21 Local, vinculado à Secretaria de Meio Ambiente, com a finalidade de normatizar, facilitar e integrar as ações necessárias ao planejamento sócio-econômico-ambiental participativo da cidade.
Art. 2º Para a execução do Programa da Agenda 21 Local, o Governo Municipal instituirá o Fórum 21, cujo estatuto, regimento e grupo executivo serão definidos em decreto.
§ 1º O Fórum 21 será composto por membros do Governo Municipal e suas respectivas Secretarias, Autarquias, Legislativo Municipal, das Organizações Não-Governamentais, Movimentos Sociais, Entidades da Sociedade Civil, com seus respectivos suplentes.
§ 4º São atribuições do Fórum 21:
I - representar interesses da comunidade;
II - propor grupos de trabalhos temáticos;
III - fornecer subsídios à Câmara de Vereadores e ao Governo Municipal sobre a formulação de políticas públicas para o desenvolvimento sustentável;
IV - sugerir alocação de recursos;
V - encaminhar e divulgar relatórios de suas atividades;
VI - informar ao Ministério Público e ao Tribunal de Contas sobre eventuais irregularidades;
VII - identificar o impacto das ações do governo sobre o meio ambiente;
VIII - criar indicadores e formas de monitoramento e avaliação das ações do governo sobre o desenvolvimento sustentável local. (...)";"LEI";;"PREFEITURA MUNICIPAL";;;;"FÓRUM 21";;;"NÃO CONSELHO";"Cria o FÓRUM 21 que será composto por representantes do poder público e de entidades da soc. Civil com o fim de fiscalizar e auxiliar o poder público com políticas de desenvolvimento sustentável";"Não";"-";;;;
"244";"2005-11-08";"2005";"19";;"PORTARIA";"REFERENTE";"SECRETARIA DE ASSISTÊNCIA SOCIAL";;;;"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Constituir GT para adequar o CMDCA à nova legislação da Assistência Social e às orientações dadas pelo Conselho Nacional de Assistência Social";"NÃO";"-";;;;
"245";"2005-11-08";"2005";"19";"COMUNICADO N° 01/2005- Comissão Eleitoral – CMAS
Representantes Sociedade Civil Biênio 2005/2007
Relação dos Delegados Eleitores Inscritos
A Comissão que trata do Processo Eleitoral dos membros da Sociedade Civil, do CMAS Biênio 2005/2007, torna público a relação de delegados eleitores inscritos, conforme Resoluções nºs 193 e 200-CMAS. (...)";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Publica relação dos delegados eleitores inscritos para a eleição de representantes da Soc. Civil";"NÃO";"-";"5";;"5E";
"246";"2005-11-08";"2005";"19";"COMUNICADO N° 02/2005- Comissão Eleitoral – CMAS
Representantes Sociedade Civil Biênio 2005/2007
Relação dos Candidatos Inscritos
A Comissão que trata do Processo Eleitoral dos membros da Sociedade Civil, do CMAS Biênio 2005/2007, torna público a relação de candidatos inscritos e seus respectivos segmentos, conforme Resoluções nºs 193 e 200-CMAS. (...)";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Publica relação dos candidatos inscritos para a eleição de representantes da Soc. Civil";"NÃO";"-";"5";;"5E";
"247";"2005-11-08";"2005";"19";"COMUNICADO Nº 013/2005–CMAS
O conselho Municipal de Assistência Social – CMAS, no uso de suas atribuições legais torna publico os EXTRATOS DE TERMOS DE CONVÊNIO, como segue:                                                                 EXTRATO DE TERMO DE CONVÊNIO - FMAS
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Publica extrato de termo de convênio";"NÃO";"NÃO ESPECIFICA";"2";;"2A";
"248";"2005-11-08";"2005";"19";"RESOLUÇÃO N.º 03/2005- CMAPD RESOLVE:
Art. 1º As inscrições foram prorrogadas até o dia 11 de Novembro de 2005 no período de 9:00 as 11:30 e das 13:30 ás 16:30h no CMAPD, situado á Av. Esperança, nº 209- Centro- Telefone - 6463-3767
Art. 2º Ficam revogados o estabelecido no Artigo 6º das Resoluções 0l e 02.
Art. 3º Esta resolução entra em vigor com efeitos retroativos a 04/11/2005.";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL PARA ASSUNTOS DA PESSOA COM DEFICIÊNCIA DE GUARULHOS - CMAPD / CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA COM DEFICIÊNCIA - CMDPD";"CMDPD";"1991";"14";"I CONFERÊNCIA MUNICIPAL DA PESSOA COM DEFICIÊNCIA DE GUARULHOS";;;"CONSELHO";"Prorroga inscrição para conferência";"Sim";"-";"3";"Na resolução não está especificado o que está seno prorrogado, concluí que era da conferência olhando a resolução 01";"3A";
"249";"2005-11-18";"2005";"19";"RESOLUÇÃO 201/05 -CMAS RESOLVE:
Art. 1º - Aprovar a partir de novembro/2005 a nova Rede de execução dos Programas Agente Jovem e PAIF, assim constituída: (...)";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Aprova nova Rede de Execução dos Programas Agente Jovem e PAIF";"NÃO";"NÃO ESPECIFICA";"1";;"1D";
"250";"2005-11-18";"2005";"19";"RESOLUÇÃO 202 /05-CMAS RESOLVE:
Art. 1º - Aprovar a prorrogação por mais 12 (doze) meses do convênio firmado para execução do projeto BOM SAMARITANO através da Associação SOS Família São Geraldo..
";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Aprova a rede de execução dos projetos com recursos da rede estadual";"NÃO";"NÃO ESPECIFICA";"1";;"1D";
"251";"2013-11-18";"2005";"19";"RESOLUÇÃO 203/05 -CMAS Art. 1º - Aprovar a Rede de Execução dos Projetos com recursos da rede Estadual de Proteção Básica e Estadual que serão financiados com recursos estaduais no exercício de 2006 assim constituída: (...)";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";;;;;"Aprova a rede de execução dos projetos com recursos da rede estadual, estabelecendo a composição da rede, metas e despesas.";;;"1";;"1D";
"252";"2005-11-18";"2005";"19";"RESOLUÇÃO 204/05 -CMAS RESOLVE:
Art. 1º - A equipe de trabalho para análise dos projetos apresentados que serão contemplados em 2006 através do FUMCAD-Fundo Municipal de Defesa da Criança e do Adolescente e do FMAS-Fundo Municipal de Assistência Social fica assim constituída:
02 técnicos do Departamento de Assistência Social: (...)
02 técnicos da Divisão Técnica de Acompanhamento de Programas em Parceria: (...)
01 representante do FUMCAD/FMAS: (...)
01 representante do CMAS: (...)
01 representante do CMDCA (...)
Art. 2º - Os membros terão o prazo de até 05.12.05 para encaminhar aos respectivos Conselhos os projetos apresentados e conclusão da análise dos mesmos, para deliberação.
Art. 3º - Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário.";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - FMAS e FUNDO MUNICIPAL DE DEFESA DA CRIANÇA E DO ADOLESCENTE - FUMCAD";;;"CONSELHO";"Cria equipe de trabalho para analise dos projetos a serem financiados pelos fundos";"Não";"-";"6";"*ARTICULAÇÃO COM O CMDCA";"6A";
"253";"2005-11-18";"2005";"19";"RESOLUÇÃO 272 / CMDCA RESOLVE:
Art. 1o- PRORROGAR REGISTRO DE ENTIDADES.
Parágrafo único: O registro das entidades cadastradas neste Conselho será prorrogado por mais 30 (trinta) dias a partir de 06 de novembro de 2005, conforme contido nesta resolução.
(...)";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Prorroga registro de entidades";"NÃO";"NÃO ESPECIFICA";"3";;"3B";
"254";"2005-11-18";"2005";"19";"RESOLUÇÃO N.º 273 / CMDCA RESOLVE:
Art. 1o – CANCELAR REGISTRO - DA ASSOCIAÇÃO SOLIDARIEDADE ESPERANÇA E VIDA “SOL E VIDA” neste CMDCA, tendo em vista o Comunicado da própria Instituição, datada de 24.10.05 e recebida em: 27.10.05 e Ofício nº 103/05 – SAS12.
Art. 2º- Esta medida será comunicada oficialmente aos Conselhos Tutelares, Vara da Infância e da Juventude no Município e ao Ministério Público Estadual sobre a situação da entidade perante a este CMDCA e ao Cadastro Único das Instituições de Assistência Social.
Art. 3º- Os termos da presente Resolução tem efeitos retroativos a partir de 27.10.2005, revogadas as disposições em contrário. (...)";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Cancela o registro de entidade";"NÃO";"-";"3";;"3B";
"255";"2005-11-18";"2005";"19";;"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Aprova a prorrogação de convênios firmados para a execução de projetos";"NÃO";"NÃO ESPECIFICA";"1";;"1D";
"256";"2005-11-22";"2005";"19";"COMUNICADO 45/05 – CMDCA
O CMDCA – Conselho Municipal dos Direitos da Criança e Do Adolescente de Guarulhos 
no uso de suas atribuições legais, informa a população em geral que em reunião ordinária realizada dia 17/11/2005 na sede deste conselho, foi comunicado através de solicitação por escrito pela Sra. Presidente Rita de Cássia Alves Bezerra, seu afastamento por motivos de força maior, a este colegiado pelo período de 17/11/2005 a 17/12/2005. Sendo que a Vice-Presidente Sra. Maria Aparecida Albuquerque de Almeida assumirá durante esse período interinamente.";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Comunica afastamento de conselheira por problemas de saúde";"NÃO";"-";"5";;"5B";
"257";"2005-11-25";"2005";"19";"PORTARIA Nº 2096/2005-GP RESOLVE:
NOMEAR, observada a representatividade enumerada no artigo 3º, da Lei Municipal 5922 de 01 de agosto de 2003, e o disposto do parágrafo único, artigo 6º do mesmo diploma legal, os conselheiros titulares e suplentes do CONSELHO MUNICIPAL DO IDOSO, para exercer mandato de 2 (dois) anos, a partir de 19 de novembro de 2005.
CONSELHEIROS REPRESENTANTES DO PODER PÚBLICO
SECRETARIA DE ASSISTÊNCIA SOCIAL E CIDADANIA (...)
SECRETARIA DA SAÚDE (...)
SECRETARIA DE ASSUNTOS JURÍDICOS (...)
SECRETARIA DE HABITAÇÃO (...)
SECRETARIA DE ESPORTES  (...)
SECRETARIA DE CULTURA (...)
SECRETARIA DE GOVERNO (...)
SECRETARIA DE EDUCAÇÃO  (...)
CONSELHEIROS REPRESENTANTES DA SOCIEDADE CIVIL 
INSTITUIÇÃO DE ATENDIMENTO (...)
INSTITUIÇÃO DE DEFESA  (...)
GRUPOS ORGANIZADOS DE 3ª. IDADE (...)";"PORTARIA";"REFERENTE";"PREFEITURA MUNICIPAL";;;;"CONSELHO MUNICIPAL DO IDOSO - CMI / CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA IDOSA";"2001";"4";"CONSELHO";"Nomeia membros para compor o conselho";"NÃO";"-";;;;
"258";"2005-11-25";"2005";"19";"COMUNICADO N° 03/2005
Comissão Eleitoral – CMAS – Representantes Sociedade Civil Biênio 2005/2007
Relação Final dos Delegados Eleitores e Candidatos Inscritos
A Comissão Eleitoral esclarece que no regimental contido nas Resoluções nº 193 e 200-CMAS não teve apontado ou registrado pedidos de impugnação de candidaturas e/ou eleitores; tornando público a relação final de delegados eleitores e candidatos inscritos, a conselheiros e eleitores credenciados a participarem do processo eleitoral biênio 2005/2007 (...)";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Comunica que não foram registrados pedidos de impugnação de cadidaturas ou eleitores do processo eleitoral de representantes da sociedade civil";"NÃO";"-";"5";;"5E";
"259";"2005-11-29";"2005";"19";"Resolução 275/05 – CMDCA RESOLVE:
Artº 1º - APROVAR os seguintes REGISTROS neste CMDCA dos Projetos/Programas Governamental: (...)";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Aprova registros de projetos e programas";"NÃO";"NÃO ESPECIFICA";"3";;"3B";
"260";"2005-11-29";"2005";"19";;"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Encaminha pedido ao MDS pedido de projeto a ser executado pela Secretaria de Assistência Social";"NÃO";"NÃO ESPECIFICA";"1";;"1E";
"261";"2005-12-02";"2005";"19";"PORTARIA Nº 2152/2005-GP RESOLVE:
NOMEAR nos termos do artigo 3º da Lei Municipal nº 5052, de 21 de julho de 1997, os senhores abaixo relacionados para comporem o CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL, para exercer mandato de 2 (dois) anos, a partir de 01 de dezembro de 2005.";"PORTARIA";"REFERENTE";"PREFEITURA MUNICIPAL";;;;"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Nomeia membros para compor o CMAS";"NÃO";"-";;;;
"262";"2005-12-02";"2005";"19";"COMUNICADO N° 014/2005-CMAS
O Conselho Municipal de Assistência Social de Guarulhos - CMAS, no uso de suas atribuições legais, torna público à população e as entidades de atendimento e de defesa na área de assistência social, que em reunião deste Conselho realizada em 1º/12/2005, elegeu a nova Mesa Diretora do CMAS, para o período Dezembro de 2005 à Dezembro de 2006, como segue:
(...)";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"8";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"8";"CONSELHO";"Publica nomes da nova mesa diretora do CMAS";"NÃO";"-";"5";;"5B";
"263";"2005-12-09";"2005";"19";"Lei nº 6109 - Autoria: Prefeito  - Cria o Fundo Municipal de Meio Ambiente - FUNDAMBIENTAL e dá outras providências.
Art. 1º Para atender às necessidades financeiras dos projetos e/ou programas necessários à defesa, proteção, preservação, conservação, recuperação e controle do meio ambiente e melhorias na qualidade de vida do Município de Guarulhos, fica criado um fundo de natureza contábil especial, a ser denominado de FUNDO MUNICIPAL DE MEIO AMBIENTE - FUNDAMBIENTAL, vedada sua utilização para pagamento de despesas correntes de responsabilidade do Município de Guarulhos.
§ 1º Os recursos financeiros do Fundambiental poderão ser utilizados em programas e projetos ambientais de órgãos públicos municipais, entidades de ensino e organizações não governamentais, sem fins lucrativos, cujos objetivos estejam em consonância com as finalidades do Fundo. (...)
Art. 3º Os recursos financeiros do Fundambiental serão alocados de acordo com as diretrizes e metas do Plano Estratégico da Cidade, das Agendas Locais de Desenvolvimento Sustentável e do Plano de Ação do Meio Ambiente, aprovado pelo Conselho Municipal de Defesa do Meio Ambiente - COMDEMA. (...)                                                                                                                                    Art. 7º O Fundambiental será gerido por um Conselho Gestor, que será presidido pelo Secretário Municipal do Meio Ambiente e terá a seguinte composição:
I - um representante da Secretaria de Desenvolvimento Urbano;
II - um representante da Secretaria Municipal das Finanças;
III - um representante do Conselho Municipal do Meio Ambiente;
IV - dois representantes de entidades ambientais não governamentais, cadastradas na Secretaria do Meio Ambiente. (...)";"LEI";;"PREFEITURA MUNICIPAL";;;;"FUNDO MUNICIPAL DE MEIO AMBIENTE - FUNDAMBIENTAL";;;"NÃO CONSELHO";"Cria o FUNDAMBIENTAL, dispõe sobre suas atribuições e cria o conselho gestor";"Não";"-";;;;
"264";"2005-12-09";"2005";"19";"Resolução 276/05 – CMDCA RESOLVE:
Art 1º - RENOVAR os REGISTROS neste CMDCA das seguintes instituições: (...)";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Renova novos registros";"NÃO";"-";"3";;"3B";
"265";"2005-12-09";"2005";"19";"Resolução 277/05 – CMDCA RESOLVE:
Art. 1º - APROVAR o REGISTRO neste CMDCA da seguinte instituição: (...)";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Aprova registro de nova instituição";"NÃO";"NÃO ESPECIFICA";"3";;"3B";
"266";"2005-12-09";"2005";"19";"Comunicado nº 46/2005-CMDCA
O CMDCA –Conselho Municipal dos Direitos da Criança e do Adolescente, no uso de suas atribuições legais informa a população em geral sobre alteração de Razão Social e/ou Estatuto Social das seguintes instituições:
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Informa sobre alteração da razão social de entidades";"NÃO";"-";"3";;"3A";
"267";"2005-12-09";"2005";"19";"COMUNICADO 47/05 – CMDCA
O CMDCA – Conselho Municipal dos Direitos da Criança e do Adolescente de  Guarulhos, 
no uso de suas atribuições legais, informa a população em geral que na Conferência Estadual dos Direitos da Criança e do Adolescente realizada  nos dias 06, 07 e 08.10.2005, na cidade de Ribeirão Preto, foram eleitos 04 Delegados para representarem a Cidade de  Guarulhos na Conferência Nacional dos Direitos da Criança e do Adolescente em Brasília/DF nos dias 12 a 15.12.2005 a saber: (...)";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONFERÊNCIA ESTADUAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE";;;"CONSELHO";"Informa que conferência será realizada em Ribeirão Preto e sobre a eleição de 4 delegados para representarem a cidade de guarulhos";"Sim";"-";"6";;"6C";
"268";"2005-12-16";"2005";"19";"PORTARIA Nº 2184/2005-GP RESOLVE:
Art. 1º NOMEAR, nos termos do artigo 3º da Lei nº 6.087 de 19 de setembro de 2005, os representantes abaixo relacionados para comporem o CONSELHO MUNICIPAL DE TURISMO – COMTUR.";"PORTARIA";"REFERENTE";"PREFEITURA MUNICIPAL";;;;"CONSELHO MUNICIPAL DE TURISMO - COMTUR";"2000";"5";"CONSELHO";"Nomeia representantes para compor o conselho";"NÃO";"-";;;;
"269";"2005-12-16";"2005";"19";"RESOLUÇÃO 04/05 – CMAPD RESOLVE
Art. 1º. Referendar as deliberações e moções aprovadas durante os trabalhos da I Conferência Municipal da Pessoa com Deficiência.
Art. 2º Após a publicação da presente resolução, dar-se-á ciência ao Conselho Estadual para Assuntos da Pessoa com Deficiência- CEAPPD, Ministério Público Municipal, Câmara Municipal, Senhor Prefeito Municipal, às Secretarias Municipais e aos demais órgãos públicos Estaduais e/ou Federais sediados na cidade de Guarulhos .
Art. 3º. Esta resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário.
";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL PARA ASSUNTOS DA PESSOA COM DEFICIÊNCIA DE GUARULHOS - CMAPD / CONSELHO MUNICIPAL DOS DIREITOS DA PESSOA COM DEFICIÊNCIA - CMDPD";"CMDPD";"1991";"14";"I CONFERÊNCIA MUNICIPAL DA PESSOA COM DEFICIÊNCIA DE GUARULHOS";;;"CONSELHO";"Referenda deliberações e moções aprovadas durante a conferência e delibera sobre a sua divulação às Conferência estadual, Ministério Público Municipal, Câmara Municipal e Secretarias";"Sim";"-";"6";"*ANEXO - RESOLUÇÕES";"6B";
"270";"2005-12-16";"2005";"19";"RESOLUÇÃO 278/05 – CMDCA RESOLVE:
Artº 1º - RENOVAR o REGISTRO neste CMDCA do Programa de Oportunidade ao Jovem da Secretaria de Relações do Trabalho. (...)";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Renova registro de programa";"NÃO";"-";"2";;"2B";
"271";"2005-12-16";"2005";"19";"COMUNICADO Nº 48/2005-CMDCA
O CMDCA –Conselho Municipal dos Direitos da Criança e do Adolescente, no uso de suas atribuições legais informa a população em geral o Endereço da Unidade III da Instituição AGAM – Associação Guarulhense de Amparo ao Menor, sito a Rua Quilombo nº 190 – Jardim Santa Cecília - Guarulhos.
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"CMDCA";"1991";"14";"CONSELHO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE - CMDCA";"1991";"14";"CONSELHO";"Informa endereço de instituição";"NÃO";"-";"3";;"3A";
"272";"2005-12-16";"2005";"19";"RESOLUÇÃO Nº01/05 – CCSPBF RESOLVE:
Tornar público o Regimento Interno do Conselho de Controle Social do Programa Bolsa Família, aprovado por unanimidade em reunião geral realizada em 01 de dezembro de 2005, às 09h00min horas, nas dependências do Sindicato dos Bancários,  situado à Rua Paulo Link nº. 128 – Centro – Guarulhos. 
";"RESOLUÇÃO";"EMITIDA";"CONSELHO DE CONTROLE SOCIAL DO PROGRAMA BOLSA-FAMÍLIA";"CCSPBF";"2005";"0";"CONSELHO DE CONTROLE SOCIAL DO PROGRAMA BOLSA-FAMÍLIA - CCSPBF";"2005";"0";"CONSELHO";"Torna público regimento interno do conselho, aprovado em reunião geral";"NÃO";"-";"5";"*ANEXO - REGIMENTO INTERNO";"5C";
"273";"2005-12-20";"2005";"19";"DECRETO Nº 23559 - Dispõe sobre a alteração da composição do Conselho Municipal de Saúde. DECRETA:
Art. 1º Fica alterada a composição do Conselho Municipal de Saúde, constituído pelo Decreto nº 23.392 de 25.08.2005, conforme segue: (...)";"DECRETO";"REFERENTE";"PREFEITURA MUNICIPAL";;;;"CONSELHO MUNICIPAL DE SAÚDE - CMS";"2003";"2";"CONSELHO";"Altera composição dos membros do conselho";"NÃO";"-";;;;
"274";"2006-01-03";"2006";"20";"COMUNICADO Nº 016/2005–CMAS
O Conselho Municipal de Assistência Social – CMAS, no uso de suas atribuições legais, torna público os EXTRATOS DE TERMO DE CONVÊNIO, conforme segue: (...)
";"COMUNICADO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"9";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"1997";"9";"CONSELHO";"Publica extrato de termo de convênio";"NÃO";"-";"2";;"2A";
"275";"2006-01-03";"2006";"20";"RESOLUÇÃO Nº 206-CMAS RESOLVE:
Art. 1º Aprovar os projetos a serem financiados com recursos federais através do FMAS - Fundo Municipal de Assistência Social, no exercício de 2006.
Art. 2º As entidades/órgãos que tiveram seus projetos aprovados são: (...)
Art. 3º Esta Resolução entra em vigor na data de sua publicação, revogadas as disposições em contrário";"RESOLUÇÃO";"EMITIDA";"CONSELHO MUNICIPAL DE ASSISTÊNCIA SOCIAL - CMAS";"CMAS";"1997";"9";"FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - FMAS";;;"CONSELHO";"Publica projetos aprovados que serão financiados pelo fundo";"Não";"NÃO ESPECIFICA";"1";;"1D";
